type
1947 DETROIT AVE
3010 CAMPBELLTON RD SW
673 HAMILTON AVE SE
3400 NORTHSIDE PKWY NW
1003 ALLENE AVE SW
2457 MARTIN L KING JR DR NW
770 DECKNER AVE SW
2220 CAMPBELLTON RD
1437 HOLLYWOOD RD NW
75 13TH ST NE
1185 COLLIER RD NW
2537 PIEDMONT RD.
TRINITY AVE SW / PEACHTREE ST SW
514 MUSE ST SW
1334 LORENZO DR SW
866 W PEACHTREE ST NW
590 CASCADE AVE SW
2174 BURROUGHS AVE SE
474 FRASER ST SE
2191 BOLTON DR NW
567 ATWOOD ST SW
65 ALABAMA STREET
1676 MONROE DR NE
169 PEACHTREE CIR NE
409 BISHOP ST NW
I-20 WB EXPY SE / CAPITOL AVE SE
3111 GOLD DR SW
725 PONCE DE LEON AVE NE
2685 WASHINGTON ST NW
1063 METROPOLITAN PKWY SW
3783 KING EDWARD TRL SW
195 FAIRBURN RD SW
1508 OLYMPIAN WAY SW
1133 HUFF RD NW
478 LINDBERGH DR NE
50 MOUNT ZION RD SW
400 17TH ST NW
1176 MEMORIAL DR SE
3577 MEADOWRIDGE DR SW
49 BOULEVARD SE
438 MORELAND AVE NE
123 MARIETTA ST NW
3670 CAMP CREEK PKWY SW
1634 MCLENDON AVE NE
2774 OLDKNOW DR
789 MAGNOLIA WAY NW
1589 PEACHTREE ST NE
1181 MCPHERSON AVE SE
673 HAMILTON AVE S.E.
300 PETERS ST SW;
722 COSMOPOLITAN DR.NE
2980 DONALD LEE HOLLOWELL PKWY NW
1132 TECHWOOD DR NW
232 FORSYTH ST
1519 PRYOR RD
1221 MILTON TER SE
3330 PIEDMONT RD
795 POLLARD BLVD SW
3400 MARTIN LUTHER KING JR DR
960 CONSTITUTION RD SE
3600 PIEDMONT RD NE
FORSYTH ST SW / NELSON ST SW
288 16TH ST NW
694 PRYOR ST SW
1084 KATHERWOOD DR SW
MITCHELL ST SW / BROAD ST SW
618 CITYSCAPE PLZ NE
50 PEACHTREE ST
1069 WASHITA AVE NE
1599 MEMORIAL DR
701 GLENWOOD AVE SE
14TH ST NE / CRESCENT AVE NE
2909 CAMPBELLTON RD SW
681 HOLDERNESS ST SW
218 PEACHTREE ST NW
585 MCWILLIAMS RD SE
2241 FAULKNER RD NE
97 HARPER RD SE
1940 PIEDMONT RD NE
1624 PERRY BLVD NW
980 HILL ST SE
2479 BUTNER RD SW
558 AMAL DR SW
345 ARCHER WAY NW
295 LELAND PL SW
2000 CHESHIRE BRIDGE RD NE
1150 ASTOR AVE SW
175 PIEDMONT AVE NE
1027 LITTLE HAMPTON CT SE
1101 COLLIER RD NW
300 SPRING ST NW
1013B LAWTON AVENUE
477 PEACHTREE ST NE
1262 CAMPBELLTON RD SW
3755 CARMIA DR
850 WOODS DR NW
3443 KINGSBORO RD NE
1587 WILLOWBROOK DR SW
524 GLEN IRIS DR NE
2145 HOLLYWOOD DR NW
1370 EPWORTH ST SW
2975 HEADLAND DR SW
3707 ROSWELL RD NE
241 PINE ST NE
951 GLENWOOD AVE SE
990 GRANT TER SE
2124 CHESHIRE BRIDGE RD NE
224 ORMOND ST SE
471 GLEN IRIS DR NE
1979 SANDCREEK DR SW
793 JUNIPER ST NE
3232 PEACHTREE RD NE
765 PEEPLES ST SW @BROWN MIDDLE SCHOOL
1225 CAROLINE ST NE
361 17TH ST NW
250 10TH ST NE
3432 PIEDMONT RD NE
1163 WEST AVE SW
7700 SPINE ROAD
100 HARTSFIELD CENTER PKWY 
6000 NORTH TERMINAL PKWY
295 LINCOLN ST SW
225 MILLS ST NW
1628 LANGSTON AVE SW
245 MEMORIAL DR SE
77 FORSYTH ST SW
2219 FAULKNER RD NE
1595 BELMONT AVE SW
1328 LOCKHEAVEN CIR
265 PEACHTREE CENTER AVE
390 W LAKE AVE NW
4415 CELEBRATION DR SW
2197 BEECHER CIR SW
600 MARTIN ST SE
241 FARRINGTON AVE SE
3370 WELCOME ALL RD SW
1991 DELOWE DR SW ; LAKEWOOD PARK APTS
1246 PARK AVE SE
2003 OAKVIEW RD
695 NORTH AVE
2462 MACON DR SW
171 ANDERSON AVE NW
781 FRASER ST SE
303 PARKWAY DR NE
765 MCDANIEL ST SW
10 26TH ST NW
1049 CUSTER AVE SE
3940 WISTERIA LN SW
50 ALABAMA ST
505 FULTON ST SW
2550 FAIRBURN RD SW
1141 EUCLID AVE NE
1385 KENILWORTH DR
2370 METROPOLITAN PKWY SW
2780 WATERS RD SW
2365 CHURCH ST
186 TUSKEGEE ST SE
832 PRYOR STREET SW
500 10TH ST NE
309 NELSON ST SW
1544 PIEDMONT AVE NE
188 VINE ST SW   
181 GRAVES ST
LAWSHE ST SW / ATLANTA STUDENT MOVE BLVD SW
795 CASCADE AVE SW
535 LEE ST SW;
69 TURMAN AVE SE
265 BURBANK DR NW
HILLS AVE SW / PETERS ST SW
390 MARIETTA ST NW
PETERS ST SW / MCDANIEL ST SW
239 PONCE DE LEON AVE.
AUBURN AVE NE / HILLIARD ST NE
1116 MURPHY AVE SW
733 NORTH AVE NW
1878 LISBON DR SW
2053 METROPOLITAN PKWY SW
1230 HARTFORD AVE SW
2788 DEFOORS FERRY RD NW
2905 SPRINGDALE RD SW
1225 DONALD LEE HOLLOWELL PKWY NW
WELLBOURNE DR NE / CHESHIRE BRIDGE RD NE
220 SEMEL CIR NW
440 THOMASVILLE BLVD SE
214 JOHN WESLEY DOBBS AVE NE
2135 MEADOR AVE SE
1645 ABNER TER NW
25 A.Y. INTERNATIONAL
1452 AKRIDGE ST NW
719 INDIGO LN NW
1466 AVON AVE SW
1239 WESTBORO DR SW
506 BECKWITH CT
146 CANDLELIGHT LN SW
45 IVAN ALLEN JR BLVD NW
311 COURTLAND ST NE
1625 N OLYMPIAN WAY SW
PINE ST NE / LATTA ST NE
670 NEW TOWN CIR SE
75 MLK JR DR SW
3393 LENOX RD NE
2625 PIEDMONT RD NE
353 PEACHTREE ST NE
960 HOBSON ST SW
742 PEARCE ST SW
231 18TH ST NW
248 OAKLAND AVE SE 
965 OAK ST SW
3167 PEACHTREE RD NE
75 MARTIN L KING JR DR SW
564 HOPE ST SW
1661 LIBERTY PKWY NW
61 CARTER AVE
555 WHITEHALL ST SW
156 ALYSON CT SE
1371 KIMBERLY RD SW
814 MAGNOLIA WAY NW
2494 BAKER RD NW
3393 PEACHTREE ROAD NE
171 MELLRICH AVE NE
219 MITCHELL ST SW
316 PETERS ST
1564 WESTWOOD AVE SW
830 WESTVIEW DR SW
267 MARIETTA ST NW
695 VERNON AVE SE
962 PALMETTO AVE SW
178 MOURY AVE SW
3050 MARTIN LUTHER KING  #H
1572 HARDEE ST NE
765 MCDANIEL STREET
VERBENA ST NW / SEWANEE AVE NW
1792 LANGSTON AVE SW
1474 EZRA CHURCH DR NW
1275 PARK AVE SE
400 THOMASVILLE BLVD SE
186 HURT ST NE
1100 PEACHTREE ST NE
175 MEMORIAL DR SE
150 CARNEGIE WAY NW
1359 CAMPBELLTON RD SW
375 18TH ST NW
1850 MYRTLE DR SW
3000 MARTIN KING JR.
BOULEVARD NE / NORTH AVE NE
150 PIEDMONT AVE. NE
285 CENTENNIAL OLYMPIC P DR NW
2346 HANOVER WEST LN
1969 JONESBORO RD SE
3651 CLOVIS CT NW
1000 NORTHSIDE DR NW ;PIVOLI APTS
565 WELLS ST SW
245 N HIGHLAND AVE NE
3393 PEACHTREE RD
1235 CHATTAHOOCHEE AVE
464 MORELAND AVE NE
3016 1ST AVE SW
130 WALNUT ST SW
370 NORTHSIDE DRIVE
3391 PEACHTREE RD NE
198 JOE LOUIS DR NW
400 GRIFFIN ST
1183 CASCADE RD SW
889 EDGEWOOD AVE NE
140 HUNNICUTT ST NW
370 NORTHSIDE DR
3905 CLUB DR NE;
610 SPRING ST
1913 BREWER BLVD SW
1170 HOWELL MILL RD NW
140 MT. ZION RD
1127 LEAH LN SE
1959 METROPOLITAN PKWY SW
RALPH MCGILL BLVD NE / ASHLEY AVE NE
1698 HARBIN RD. 
2115 FAULKNER RD NE
225 PETERS ST SW
998 FOUNDER DR @ PEEPLES ST
761 WYLIE ST SE
400 LUCKIE ST NW
950  MARIETTA  ST
1168 MOORES MILL RD NW
3638 CROFT PL NW
566 PEYTON RD SW
549 HIGHLAND AVE NE
2260 CASCADE RD SW
581 EDGEWOOD AVE SE
1070 N. HIGHLAND AVE NE
1631 STANTON RD SW
364 HILL ST SE
807 MAGNOLIA WAY NW
871 HOBSON ST SW
ATLANTIC DR NW / 17TH ST NW
2835 ANDREWS DR NW
370 NORTHSIDE DR NW
3330 MARTIN LUTHER KING JR DR
10700 SPINE RD
1 GEORGIA DOME DR
814 HARTFORD PL
1210 MILTON TER SE
19 CLAIRE DR SE
89 LUCKIE ST NW @QUALITY HOTEL
1066 WHITE OAK AVE SW
15 WALL ST SE
215 NORTH AVE NE
495 MORELAND AVE SE
1480 CHATTAHOOCHEE AVE NW
1715 NORTHSIDE DR NW
MILTON AVE SE / MCDONOUGH BLVD SE
1620 DELOWE DR SW
455 BOLTON RD NW
1449 WOODLAND AVE SE
1860 PEACHTREE RD NW
801 GLENWOOD AVE SE
1430 HARTFORD AVE SW
1957 MYRTLE DR SW
MAYSON TURNER RD NW / CARTER ST NW
1332 OAKLAND DR SW
3534 MARTIN L KING JR DR SW
MARIETTA ST NW / IVAN ALLEN JR BLVD NW
201 ANDERSON AVE NW
126 CARNEGIE WAY NW
231 18TH ST NW SUITE 1100
850 OAK ST SW
1378 DIVISION STREET SW
756 MAYNARD TER SE
986 OGLETHORPE AVE SW
95 MARTIN L KING JR DR SW
1488 AVON AVE SW
3179 PEACHTREE RD NE ;PTREE TAVERN
2231 CAMPBELLTON RD SW
IVAN ALLEN JR BLVD NW / MARIETTA ST NW
3694 MANOR CT SW
2865 HAPEVILLE RD SW
1122 OAK KNOLL TER SE
759 OLYMPIAN DR SW
1953 HOWELL MILL RD NW
682 S EVELYN PL NW
PIEDMONT AVE NE / 7TH ST NE
680 FAIRBURN RD SW
145 4TH AVE S.E.
595 PIEDMONT AVE NE
220 TROY ST NW
2900 LANDRUM DR SW
3881 OLD GORDON RD NW
1510 EZRA CHURCH DR NW
510 MIDTOWN PL NE
2591 PIEDMONT RD NE
218 PEACHTREE STREET
800 CASPLAN ST SW
873 SYLVAN PL SW
2980 DELMAR LN NW
1154 MOTON AVE SW
1690 KENMORE ST SW
1752 PRYOR RD SW
835 ROSE CIR SW
478 HOOPER STREET S.E.
2789 ALLEGRO DR NW
1900 PERRY BLVD NW
786 NEAL ST NW
468 W PACES FERRY RD NW
844 RALPH D. ABERNATHY
112 TYE ST SE
979 SIMS AVE NW
531 IRWIN ST NE
3833 PRINCETON LAKES CT SW
925 CANTERBURY RD NE
239 GRANT ST SE
319 LINCOLN ST SW
2414 HANOVER WEST LN NW
180 WALKER ST SW
1000 NORTHSIDE DR NW
2399 PARKLAND DR NE
3164 CUSHMAN CIRCLE
1128 FAIR ST SW
914 WELCH ST SW
2213 FAULKNER RD NE
990 NEW TOWN CIR SE
ATRIUM @6234 SPINE RD
736 PONCE DE LEON AVE NE
241 FORSYTH ST SW
CONCOURSE E @12700 SPINE RD
302 DEERING RD NW
414 WESTCHESTER BLVD NW
3779 STONE RD SW
220 26TH ST NW
747 RALPH MCGILL BLVD NE
3644 HAMPSHIRE PARK WAY SW
941 FERN AVE SE
2750 VINEYARDS DR SE
501 CONNELL AVE SW
165 WALNUT ST SW
300 MARTIN L KING JR DR SE
2030 LOIS PL NW
1248 HOLLY ST NW
1188 AVON AVE SW
1157 RALPH D ABERNATHY BLVD SW
775 WILDWOOD RD NE
3160 HOWELL MILL RD
1621 HASTY PL NW
2020 HOWELL MILL RD NW
835 BERNE ST SE
56 BOULEVARD SE
1851 ROCKLAND DR SE
1700 MEMORIAL DRIVE S.E.
86 MORELAND AVE SE
2 PEYTON PL
2537 PIEDMONT RD NE
1464 BEECHER ST SW
HARRIS AND COURTLAND
710 WINDSOR ST SW
2191 BEECHER CIR SW
FORSYTH @ MARTIN L KING JR DR
1459 MECASLIN ST NW
1069 WASHINGTON ST SW
878 NORWOOD RD SE
1705 PORTER DR NW
3365 PIEDMONT RD
1001 PONCE DE LEON AVE NE
849 BECKWITH ST SW
25 PARK PL NE
934 WOODBOURNE DR SW
460 E LAKE BLVD SE
3164 CUSHMAN CIR SW
824 SAN ANTONIO DR NE
875 YORK AVE SW
3284 BENJAMIN E MAYS DR SW
2777 BURTON RD NW
479 E PACES FERRY RD NE
333 ANGIER AVE NE
95 MARTIN L KING JR
2355 MARIETTA BLVD NW
29 MARIETTA ST NW
3744 STEPHANIE DR SW
2463 CLAUDE ST NW
892 ALLENE AVE SW
730 PONCE DE LEON PL NE
205 BEVERLY RD NE
95 MARTIN L KING JR DR
30 NORTH AVE
206 FARRINGTON AVE SE
1522 DEKALB AVE NE
520 BOULEVARD SE
1416 ANDREWS ST NW
BEECHER RD SW / HERRING RD SW
PEACHTREE ST/ ELLIS ST
268 16TH ST NW
1136 EUCLID AVE NE
1630 METROPOLITAN PKWY SW @ATLANTA METRO COLLEG
2115 PIEDMONT RD NE
586 LAWTON ST SW
1958 TIGERS FLOWER DR NW
852 RALPH D ABERNATHY BLVD SW
994 MYRTLE ST NE
1932 HOSEA L WILLIAMS DR NE
294 4TH ST.
215 FLAT SHOALS AVE SE
984 DILL AVE SW
610 SPRING ST NW
39 CHAPPELL RD NW
206 JOSEPH E LOWERY BLVD SW
1146 MOTON AVE SW
594 WIMBLEDON RD NE
705 AMAL DR SW
1286 AVON AVE SW
180 JACKSON ST NE
503 PEEPLES ST SW;
125 MONTGOMERY FERRY DR NE
1766 HOWELL MILL RD NW
532 CLEVELAND AVE SW
76 FORSYTH ST SW
431 PARKWAY DR NE
1001 GARIBALDI ST SW
826 HUMPHRIES ST SW
880 ROCK ST NW
12 BROAD ST SW
20 BROAD ST SW
1475 MEMORIAL DRIVE S.E.
733 GARIBALDI ST SW
258 W LAKE DR NW
238 WALKER ST SW
625 PIEDMONT AVE NE
1180 RALPH D ABERNATHY BLVD SW
2521 PIEDMONT RD NE
2900 PEACHTREE RD NW
445 CLEVELAND AVE SE
3535 PIEDMONT RD NE
758 CASPLAN ST SW
1651 S GORDON ST SW
247 MORELAND AVE SE
972 ESTES DR SW
1268 LUCILE AVE SW;
929 CHARLES ALLEN DRIVE
3378 GREENBRIAR PKWY SW;
1701 LANGSTON AVE SW
1172 MCDANIEL ST SW
1560 METROPOLITAN PKWY SW
356 BOULEVARD NE
GUN CLUB RD NW / HOLLYWOOD DR NW
884 ROSE CIR SW
3885 JONESBORO RD SE
1117 WEDGEWOOD DR NW
2216 ABNER PL NW
4459 TELL RD SW
2022 CAMPBELLTON RD
978 WESTVIEW DR SW
528 GLEN IRIS DR NE
1324 EASTRIDGE RD SW
1217 METROPOLITAN PKWY SW
848 PEACHTREE ST NE
180 UNIVERSITY AVE
678 KENNOLIA DR SW
2274 BOULEVARD GRANADA SW
LEE ST SW / OAK ST SW ;POPEYES
875 HANK AARON DR SW
734 ALFRED RD NW
2730 RIDGEWOOD RD NW
519 E PACES FERRY RD NE
3033 MAPLE DR NE
2100 OLD GEORGIAN TER NW
225 GLENROSE CIR SW
1044 GREENWOOD AVE NE
1989 CHESHIRE BRIDGE RD NE
632 ELINOR PL NW
142 1ST ST SW
343 MITCHELL ST SW
2980 JONESBORO RD SE
1895 PEACHTREE RD NE
1362 BOULEVARD SE
781 MARIETTA ST NW
185 SPRING ST SW
CYPRESS ST NE / 5TH ST NE
765 TRABERT AVE NW
311 SCOTT ST SW
1589 MORELAND AVE SE
3030 HEADLAND DR SW
3660 CAMPBELLTON RD SW
1234 ARKWRIGHT PL SE
325 9TH ST NE
240 PEACHTREE ST NW
2001 SYLVAN RD SW
2750 VINEYARDS DR SE;
1052 ALLENE
2043 VERBENA STREET NW 
804 MAIDEN LN AVE NE
I-20 WB EXPY SW / LEE ROAD
133 TRINITY AVE SW
670 MCDANIEL STREET SW
208 -12TH ST NE
3330 PIEDMONT RD NE
PIEDMONT RD NE / PEACHTREE DR NE
595 PIEDMONT AVENUE NE
276 JOSEPH E LOWERY BLVD NW
881 FAIRBURN RD NW
1375 FAIRBANKS STREET SW
2770 CAMPBELLTON RD SW
2099 FAIRBURN RD SW
73 PEACHTREE ST SW
1160 MOORES MILL RD NW
1959 LAKEWOOD AVE SE
1380 BOULEVARD SE
2222 TELHURST ST SW
50 ALABAMA ST SW ;45
964 RALPH D ABERNATHY BLVD SW
931 FERN AVE SE
2230 CHESHIRE BRIDGE RD NE
430 ALTOONA PL SW
480 ROCKWELL ST SW
2096 DEKALB AVE NE
4014 WAITS AVE SW
2291 WOODWARD WAY NW
W END PL SW / RALPH D ABERNATHY BLVD SW
1869 S GORDON ST SW
1316 PEACHTREE ST NE
755 TERRY ST SE
100 LUCKIE ST NW
15 PEACHTREE ST SW
180 W LAKE DR NW
3240 W MANOR CIR SW
864 HUFF RD NW
525 GLENWOOD AVE SE
1985 FELKER WARD ST NW
NERVI MEWS NW / EAMES GRN NW
180 RALPH D ABERNATHY BLVD SW
1065 PEACHTREE ST NE
2545 FORREST HILLS DR
788 MAGNOLIA WAY NW
1299 BOLTON RD NW
43 ABERDEEN ST NE
2075 MEADOR AVE SE
107 ANDERSON AVE NW
2051 DELANO DR NE @BESSIE BRANHAM PARK
349 DECATUR ST SE
1019 WASHINGTON ST SW
618 GREENSFERRY AVE SW
552 BOULEVARD PL NE
867 PEACHTREE ST 
2471 FAIRBURN RD SW;
1145 CAHABA DR SW
230 1OTH STREEET
193 BARFIELD AVE SW
1804 GLENVIEW DR SW
271 TUSKEGEE ST SE
1834 HONEYSUCKLE LN SW;
668 HIGHLAND AVE NE
ELLIS ST NE / PEACHTREE CENTER AVE NE
3771 ROSWELL RD
589 MARTIN ST SE
85 THIRKELD AVE SW
WEST CROSSOVER @5952 SPINE RD ;INFORMATION DESK
N ECON @6011 N TERMINAL BYWY ; ROW 21A
36 HARRIS ST NE
265 PEACHTREE CENTER AVE NE
369 MCDANIEL ST SW
1870 CAMPBELLTON RD SW
125 10TH ST NE
1048 MANTISSA ST NW
786 PEACHTREE ST
681 UNIVERSITY AVE SW
419 W ONTARIO AVE SW
2384 HOSEA L WILLIAMS DR NE
1834 WOODLAND HILLS AVE
261 WALNUT STREET
1855 WOODLAND HILLS AVE NW
1109 DAVIS CIR NW
3532 JONESBORO RD SE
920 KIPLING DR NW
1459 BENTEEN AVE SE
732 JOSEPH E LOWERY BLVD NW
1010 CREW STREET SW
221 CLEVELAND AVE SW
1540 PRYOR RD SW
3800 PRINCETON LAKES PKWY SW
1563 JONESBORO RD SE
1591 JONESBORO RD SE
1800 HOWELL MILL RD
95 PRYOR ST SW
3717 ROSWELL RD NE
859 SPRING ST NW
1000 COLLIER RD NW
3050 MARTIN L KING JR DR SW
875  WEST PEACHTREE  ST NE
1016 HOWELL MILL RD
2604 NOBLE CREEK DR NW
950 BOLTON RD
3378 GREENBRIAR PKWY SW
125 LOGAN ST SE
2328 CAMPBELLTON RD SW
38 WHITEFOORD AVE SE
1205 CAROLINE ST NE
327 MEMORIAL DR SE
950 WEST PEACHTREE STREET
336 WILLIAMS DR
314 SKIPPER PL NW
1876 NISKEY LAKE TRL SW
